ENSSHAT00000000001.1	ENSSHAG00000000001.1	CERCAM
ENSSHAT00000012455.1	ENSSHAG00000010585.1	TELO2
ENSSHAT00000012456.1	ENSSHAG00000010586.1	
ENSSHAT00000012457.1	ENSSHAG00000010587.1	
ENSSHAT00000012458.1	ENSSHAG00000010588.1	
ENSSHAT00000012459.1	ENSSHAG00000010588.1	
ENSSHAT00000012460.1	ENSSHAG00000010588.1	
ENSSHAT00000012461.1	ENSSHAG00000010589.1	FABP1
ENSSHAT00000012462.1	ENSSHAG00000010589.1	FABP1
ENSSHAT00000012463.1	ENSSHAG00000010590.1	GCM2
ENSSHAT00000012464.1	ENSSHAG00000010591.1	SERPINA10
ENSSHAT00000012465.1	ENSSHAG00000010592.1	
ENSSHAT00000012466.1	ENSSHAG00000010593.1	
ENSSHAT00000012467.1	ENSSHAG00000010594.1	FYN
ENSSHAT00000012468.1	ENSSHAG00000010595.1	
ENSSHAT00000012470.1	ENSSHAG00000010597.1	
ENSSHAT00000012471.1	ENSSHAG00000010598.1	SLC23A1
ENSSHAT00000012472.1	ENSSHAG00000010598.1	SLC23A1
ENSSHAT00000012473.1	ENSSHAG00000010599.1	GPR137B
ENSSHAT00000012474.1	ENSSHAG00000010600.1	BCCIP
ENSSHAT00000012475.1	ENSSHAG00000010601.1	DPH5
ENSSHAT00000012476.1	ENSSHAG00000010602.1	
ENSSHAT00000012477.1	ENSSHAG00000010603.1	
ENSSHAT00000012478.1	ENSSHAG00000010604.1	
ENSSHAT00000012479.1	ENSSHAG00000010605.1	
ENSSHAT00000012480.1	ENSSHAG00000010606.1	
ENSSHAT00000012481.1	ENSSHAG00000010606.1	
ENSSHAT00000012482.1	ENSSHAG00000010606.1	
ENSSHAT00000012483.1	ENSSHAG00000010607.1	B3GNT9
ENSSHAT00000012484.1	ENSSHAG00000010607.1	B3GNT9
ENSSHAT00000012485.1	ENSSHAG00000010608.1	ISL1
ENSSHAT00000012486.1	ENSSHAG00000010608.1	ISL1
ENSSHAT00000012487.1	ENSSHAG00000010609.1	OLFM2
ENSSHAT00000012488.1	ENSSHAG00000010610.1	NCKAP5L
ENSSHAT00000012489.1	ENSSHAG00000010611.1	
ENSSHAT00000012490.1	ENSSHAG00000010612.1	LINGO1
ENSSHAT00000012491.1	ENSSHAG00000010613.1	OPRD1
ENSSHAT00000012492.1	ENSSHAG00000010613.1	OPRD1
ENSSHAT00000012493.1	ENSSHAG00000010614.1	MRPL41
ENSSHAT00000012494.1	ENSSHAG00000010615.1	
ENSSHAT00000012495.1	ENSSHAG00000010615.1	
ENSSHAT00000012496.1	ENSSHAG00000010616.1	
ENSSHAT00000012497.1	ENSSHAG00000010617.1	TIMM22
ENSSHAT00000012498.1	ENSSHAG00000010618.1	REV1
ENSSHAT00000012499.1	ENSSHAG00000010619.1	STAG3
ENSSHAT00000012500.1	ENSSHAG00000010619.1	STAG3
ENSSHAT00000012501.1	ENSSHAG00000010619.1	STAG3
ENSSHAT00000012502.1	ENSSHAG00000010620.1	CPLX1
ENSSHAT00000012503.1	ENSSHAG00000010621.1	ACE
ENSSHAT00000012504.1	ENSSHAG00000010622.1	CPN1
ENSSHAT00000012505.1	ENSSHAG00000010623.1	BRD8
ENSSHAT00000012506.1	ENSSHAG00000010624.1	SLC41A3
ENSSHAT00000012507.1	ENSSHAG00000010624.1	SLC41A3
ENSSHAT00000012508.1	ENSSHAG00000010625.1	FBXL19
ENSSHAT00000012509.1	ENSSHAG00000010625.1	FBXL19
ENSSHAT00000012510.1	ENSSHAG00000010626.1	CCR7
ENSSHAT00000012511.1	ENSSHAG00000010627.1	
ENSSHAT00000012512.1	ENSSHAG00000010628.1	INTS3
ENSSHAT00000012513.1	ENSSHAG00000010628.1	INTS3
ENSSHAT00000012514.1	ENSSHAG00000010629.1	
ENSSHAT00000012515.1	ENSSHAG00000010630.1	KIAA0513
ENSSHAT00000012516.1	ENSSHAG00000010631.1	OR10Z1
ENSSHAT00000012517.1	ENSSHAG00000010632.1	PNPLA7
ENSSHAT00000012518.1	ENSSHAG00000010633.1	AFTPH
ENSSHAT00000012519.1	ENSSHAG00000010633.1	AFTPH
ENSSHAT00000012520.1	ENSSHAG00000010634.1	PLCD3
ENSSHAT00000012521.1	ENSSHAG00000010635.1	DHX32
ENSSHAT00000012522.1	ENSSHAG00000010636.1	BACE1
ENSSHAT00000012523.1	ENSSHAG00000010637.1	
ENSSHAT00000012524.1	ENSSHAG00000010638.1	
ENSSHAT00000012525.1	ENSSHAG00000010639.1	
ENSSHAT00000012526.1	ENSSHAG00000010640.1	IL1F10
ENSSHAT00000012527.1	ENSSHAG00000010641.1	GPX4
ENSSHAT00000012528.1	ENSSHAG00000010642.1	
ENSSHAT00000012529.1	ENSSHAG00000010643.1	TLR10
ENSSHAT00000012530.1	ENSSHAG00000010644.1	RHOBTB3
ENSSHAT00000012531.1	ENSSHAG00000010644.1	RHOBTB3
ENSSHAT00000012532.1	ENSSHAG00000010645.1	COL16A1
ENSSHAT00000012533.1	ENSSHAG00000010645.1	COL16A1
ENSSHAT00000012534.1	ENSSHAG00000010646.1	
ENSSHAT00000012535.1	ENSSHAG00000010647.1	
ENSSHAT00000012536.1	ENSSHAG00000010647.1	
ENSSHAT00000012537.1	ENSSHAG00000010648.1	G0S2
ENSSHAT00000012538.1	ENSSHAG00000010649.1	AQP11
ENSSHAT00000012539.1	ENSSHAG00000010650.1	
ENSSHAT00000012540.1	ENSSHAG00000010651.1	KCNV1
ENSSHAT00000012541.1	ENSSHAG00000010652.1	
ENSSHAT00000012542.1	ENSSHAG00000010653.1	BTRC
ENSSHAT00000012543.1	ENSSHAG00000010654.1	
ENSSHAT00000012544.1	ENSSHAG00000010655.1	CDC34
ENSSHAT00000012545.1	ENSSHAG00000010656.1	
ENSSHAT00000012546.1	ENSSHAG00000010657.1	RUFY2
ENSSHAT00000012547.1	ENSSHAG00000010658.1	
ENSSHAT00000012548.1	ENSSHAG00000010659.1	
ENSSHAT00000012549.1	ENSSHAG00000010660.1	COPZ1
ENSSHAT00000012550.1	ENSSHAG00000010661.1	SMYD1
ENSSHAT00000012551.1	ENSSHAG00000010662.1	INTS1
ENSSHAT00000012552.1	ENSSHAG00000010663.1	
ENSSHAT00000012553.1	ENSSHAG00000010663.1	
ENSSHAT00000012554.1	ENSSHAG00000010664.1	SLC35E3
ENSSHAT00000012555.1	ENSSHAG00000010665.1	
ENSSHAT00000012556.1	ENSSHAG00000010666.1	
ENSSHAT00000012557.1	ENSSHAG00000010667.1	PROM2
ENSSHAT00000012558.1	ENSSHAG00000010668.1	
ENSSHAT00000012559.1	ENSSHAG00000010668.1	
ENSSHAT00000012560.1	ENSSHAG00000010669.1	CCBE1
ENSSHAT00000012561.1	ENSSHAG00000010669.1	CCBE1
ENSSHAT00000012562.1	ENSSHAG00000010669.1	CCBE1
ENSSHAT00000012563.1	ENSSHAG00000010670.1	SYCP1
ENSSHAT00000012564.1	ENSSHAG00000010671.1	CEP70
ENSSHAT00000012565.1	ENSSHAG00000010671.1	CEP70
ENSSHAT00000012566.1	ENSSHAG00000010672.1	
ENSSHAT00000012567.1	ENSSHAG00000010673.1	
ENSSHAT00000012568.1	ENSSHAG00000010674.1	LZIC
ENSSHAT00000012569.1	ENSSHAG00000010675.1	
ENSSHAT00000012570.1	ENSSHAG00000010676.1	VAV2
ENSSHAT00000012571.1	ENSSHAG00000010677.1	PDXDC1
ENSSHAT00000012572.1	ENSSHAG00000010677.1	PDXDC1
ENSSHAT00000012573.1	ENSSHAG00000010678.1	
ENSSHAT00000012574.1	ENSSHAG00000010679.1	
ENSSHAT00000012575.1	ENSSHAG00000010680.1	ADGRL3
ENSSHAT00000012576.1	ENSSHAG00000010681.1	
ENSSHAT00000012577.1	ENSSHAG00000010682.1	RHOQ
ENSSHAT00000012578.1	ENSSHAG00000010682.1	RHOQ
ENSSHAT00000012579.1	ENSSHAG00000010683.1	INIP
ENSSHAT00000012580.1	ENSSHAG00000010684.1	WDR64
ENSSHAT00000012581.1	ENSSHAG00000010684.1	WDR64
ENSSHAT00000012582.1	ENSSHAG00000010684.1	WDR64
ENSSHAT00000012583.1	ENSSHAG00000010685.1	
ENSSHAT00000012584.1	ENSSHAG00000010686.1	AKAP8L
ENSSHAT00000012585.1	ENSSHAG00000010687.1	
ENSSHAT00000012586.1	ENSSHAG00000010687.1	
ENSSHAT00000012587.1	ENSSHAG00000010688.1	DESI1
ENSSHAT00000012588.1	ENSSHAG00000010689.1	MT4
ENSSHAT00000012589.1	ENSSHAG00000010690.1	POLR2E
ENSSHAT00000012590.1	ENSSHAG00000010691.1	
ENSSHAT00000012591.1	ENSSHAG00000010692.1	STUB1
ENSSHAT00000012592.1	ENSSHAG00000010693.1	CCDC117
ENSSHAT00000012593.1	ENSSHAG00000010694.1	
ENSSHAT00000012594.1	ENSSHAG00000010695.1	ACTR6
ENSSHAT00000012595.1	ENSSHAG00000010696.1	CA13
ENSSHAT00000012596.1	ENSSHAG00000010696.1	CA13
ENSSHAT00000012597.1	ENSSHAG00000010697.1	
ENSSHAT00000012598.1	ENSSHAG00000010698.1	MAN1B1
ENSSHAT00000012599.1	ENSSHAG00000010698.1	MAN1B1
ENSSHAT00000012600.1	ENSSHAG00000010699.1	PTPN2
ENSSHAT00000012601.1	ENSSHAG00000010700.1	
ENSSHAT00000012602.1	ENSSHAG00000010701.1	GABPA
ENSSHAT00000012603.1	ENSSHAG00000010702.1	
ENSSHAT00000012604.1	ENSSHAG00000010703.1	
ENSSHAT00000012605.1	ENSSHAG00000010704.1	
ENSSHAT00000012606.1	ENSSHAG00000010704.1	
ENSSHAT00000012607.1	ENSSHAG00000010705.1	
ENSSHAT00000012609.1	ENSSHAG00000010707.1	ADAMTSL4
ENSSHAT00000012610.1	ENSSHAG00000010707.1	ADAMTSL4
ENSSHAT00000012611.1	ENSSHAG00000010708.1	
ENSSHAT00000012612.1	ENSSHAG00000010709.1	HCCS
ENSSHAT00000012613.1	ENSSHAG00000010710.1	FAM171B
ENSSHAT00000012614.1	ENSSHAG00000010711.1	JMJD8
ENSSHAT00000012615.1	ENSSHAG00000010712.1	
ENSSHAT00000012616.1	ENSSHAG00000010713.1	CDH20
ENSSHAT00000012617.1	ENSSHAG00000010714.1	MZB1
ENSSHAT00000012618.1	ENSSHAG00000010715.1	
ENSSHAT00000012619.1	ENSSHAG00000010716.1	
ENSSHAT00000012620.1	ENSSHAG00000010717.1	CTBP1
ENSSHAT00000012621.1	ENSSHAG00000010717.1	CTBP1
ENSSHAT00000012622.1	ENSSHAG00000010718.1	WDR62
ENSSHAT00000012623.1	ENSSHAG00000010718.1	WDR62
ENSSHAT00000012624.1	ENSSHAG00000010718.1	WDR62
ENSSHAT00000012625.1	ENSSHAG00000010719.1	IL5
ENSSHAT00000012626.1	ENSSHAG00000010720.1	
ENSSHAT00000012627.1	ENSSHAG00000010721.1	BCLAF1
ENSSHAT00000012628.1	ENSSHAG00000010721.1	BCLAF1
ENSSHAT00000012629.1	ENSSHAG00000010722.1	COQ8A
ENSSHAT00000012630.1	ENSSHAG00000010723.1	SLC16A4
ENSSHAT00000012631.1	ENSSHAG00000010724.1	
ENSSHAT00000012632.1	ENSSHAG00000010725.1	
ENSSHAT00000012633.1	ENSSHAG00000010726.1	
ENSSHAT00000012634.1	ENSSHAG00000010727.1	CHMP4C
ENSSHAT00000012635.1	ENSSHAG00000010728.1	TGM6
ENSSHAT00000012636.1	ENSSHAG00000010729.1	
ENSSHAT00000012637.1	ENSSHAG00000010730.1	CNGA3
ENSSHAT00000012638.1	ENSSHAG00000010731.1	
ENSSHAT00000012639.1	ENSSHAG00000010732.1	
ENSSHAT00000012640.1	ENSSHAG00000010733.1	
ENSSHAT00000012641.1	ENSSHAG00000010734.1	
ENSSHAT00000012642.1	ENSSHAG00000010735.1	DAGLB
ENSSHAT00000012643.1	ENSSHAG00000010736.1	
ENSSHAT00000012644.1	ENSSHAG00000010737.1	
ENSSHAT00000012645.1	ENSSHAG00000010738.1	PPP2R5E
ENSSHAT00000012646.1	ENSSHAG00000010739.1	SHISA4
ENSSHAT00000012647.1	ENSSHAG00000010740.1	WDR24
ENSSHAT00000012648.1	ENSSHAG00000010740.1	WDR24
ENSSHAT00000012649.1	ENSSHAG00000010741.1	
ENSSHAT00000012651.1	ENSSHAG00000010743.1	
ENSSHAT00000012652.1	ENSSHAG00000010744.1	
ENSSHAT00000012653.1	ENSSHAG00000010745.1	MBNL2
ENSSHAT00000012654.1	ENSSHAG00000010745.1	MBNL2
ENSSHAT00000012655.1	ENSSHAG00000010745.1	MBNL2
ENSSHAT00000012656.1	ENSSHAG00000010746.1	C1orf146
ENSSHAT00000012657.1	ENSSHAG00000010747.1	CDKN2C
ENSSHAT00000012658.1	ENSSHAG00000010748.1	ORAI3
ENSSHAT00000012659.1	ENSSHAG00000010749.1	DENND6B
ENSSHAT00000012660.1	ENSSHAG00000010750.1	
ENSSHAT00000012661.1	ENSSHAG00000010751.1	
ENSSHAT00000012662.1	ENSSHAG00000010752.1	CHERP
ENSSHAT00000012663.1	ENSSHAG00000010752.1	CHERP
ENSSHAT00000012664.1	ENSSHAG00000010753.1	DPYSL5
ENSSHAT00000012665.1	ENSSHAG00000010754.1	TRMT6
ENSSHAT00000012666.1	ENSSHAG00000010755.1	XYLB
ENSSHAT00000012667.1	ENSSHAG00000010756.1	
ENSSHAT00000012668.1	ENSSHAG00000010757.1	THOC3
ENSSHAT00000012669.1	ENSSHAG00000010758.1	
ENSSHAT00000012670.1	ENSSHAG00000010759.1	
ENSSHAT00000012671.1	ENSSHAG00000010760.1	
ENSSHAT00000012672.1	ENSSHAG00000010761.1	PPP4C
ENSSHAT00000012673.1	ENSSHAG00000010762.1	
ENSSHAT00000012674.1	ENSSHAG00000010763.1	
ENSSHAT00000012675.1	ENSSHAG00000010764.1	
ENSSHAT00000012676.1	ENSSHAG00000010764.1	
ENSSHAT00000012677.1	ENSSHAG00000010765.1	
ENSSHAT00000012678.1	ENSSHAG00000010765.1	
ENSSHAT00000012679.1	ENSSHAG00000010765.1	
ENSSHAT00000012680.1	ENSSHAG00000010766.1	WNT7A
ENSSHAT00000012681.1	ENSSHAG00000010767.1	PAPPA
ENSSHAT00000012682.1	ENSSHAG00000010767.1	PAPPA
ENSSHAT00000012683.1	ENSSHAG00000010767.1	PAPPA
ENSSHAT00000012684.1	ENSSHAG00000010767.1	PAPPA
ENSSHAT00000012685.1	ENSSHAG00000010768.1	MCMBP
ENSSHAT00000012686.1	ENSSHAG00000010769.1	HSF4
ENSSHAT00000012687.1	ENSSHAG00000010770.1	PELO
ENSSHAT00000012688.1	ENSSHAG00000010771.1	TMEM64
ENSSHAT00000012689.1	ENSSHAG00000010772.1	ORC4
ENSSHAT00000012690.1	ENSSHAG00000010773.1	
ENSSHAT00000012691.1	ENSSHAG00000010774.1	
ENSSHAT00000012692.1	ENSSHAG00000010775.1	
ENSSHAT00000012693.1	ENSSHAG00000010776.1	SAHAI-12
ENSSHAT00000012694.1	ENSSHAG00000010776.1	SAHAI-12
ENSSHAT00000012695.1	ENSSHAG00000010776.1	SAHAI-12
ENSSHAT00000012696.1	ENSSHAG00000010776.1	SAHAI-12
ENSSHAT00000012697.1	ENSSHAG00000010776.1	SAHAI-12
ENSSHAT00000012698.1	ENSSHAG00000010777.1	CLPP
ENSSHAT00000012699.1	ENSSHAG00000010778.1	FAM174B
ENSSHAT00000012700.1	ENSSHAG00000010779.1	
ENSSHAT00000012701.1	ENSSHAG00000010780.1	DUSP10
ENSSHAT00000012702.1	ENSSHAG00000010781.1	SETD2
ENSSHAT00000012703.1	ENSSHAG00000010781.1	SETD2
ENSSHAT00000012704.1	ENSSHAG00000010782.1	
ENSSHAT00000012705.1	ENSSHAG00000010783.1	
ENSSHAT00000012706.1	ENSSHAG00000010784.1	
ENSSHAT00000012707.1	ENSSHAG00000010785.1	THUMPD2
ENSSHAT00000012708.1	ENSSHAG00000010786.1	
ENSSHAT00000012709.1	ENSSHAG00000010787.1	MKRN2OS
ENSSHAT00000012710.1	ENSSHAG00000010787.1	MKRN2OS
ENSSHAT00000012711.1	ENSSHAG00000010788.1	
ENSSHAT00000012712.1	ENSSHAG00000010789.1	SLC27A2
ENSSHAT00000012713.1	ENSSHAG00000010790.1	XRCC6
ENSSHAT00000012714.1	ENSSHAG00000010791.1	IFT140
ENSSHAT00000012715.1	ENSSHAG00000010791.1	IFT140
ENSSHAT00000012716.1	ENSSHAG00000010792.1	
ENSSHAT00000012717.1	ENSSHAG00000010793.1	SPATA24
ENSSHAT00000012718.1	ENSSHAG00000010794.1	BRIX1
ENSSHAT00000012719.1	ENSSHAG00000010795.1	
ENSSHAT00000012720.1	ENSSHAG00000010796.1	PCP4
ENSSHAT00000012721.1	ENSSHAG00000010797.1	ADAMTS15
ENSSHAT00000012722.1	ENSSHAG00000010798.1	
ENSSHAT00000012723.1	ENSSHAG00000010799.1	
ENSSHAT00000012724.1	ENSSHAG00000010800.1	
ENSSHAT00000012725.1	ENSSHAG00000010801.1	KIF20A
ENSSHAT00000012726.1	ENSSHAG00000010802.1	TBX6
ENSSHAT00000012727.1	ENSSHAG00000010803.1	CAMKK1
ENSSHAT00000012728.1	ENSSHAG00000010804.1	ARHGAP45
ENSSHAT00000012729.1	ENSSHAG00000010805.1	TOP2B
ENSSHAT00000012730.1	ENSSHAG00000010806.1	ECHS1
ENSSHAT00000012731.1	ENSSHAG00000010807.1	
ENSSHAT00000012732.1	ENSSHAG00000010807.1	
ENSSHAT00000012733.1	ENSSHAG00000010808.1	FEM1C
ENSSHAT00000012734.1	ENSSHAG00000010809.1	TMEM106A
ENSSHAT00000012735.1	ENSSHAG00000010810.1	CCR3
ENSSHAT00000012736.1	ENSSHAG00000010811.1	ITGB6
ENSSHAT00000012737.1	ENSSHAG00000010812.1	SLC27A3
ENSSHAT00000012738.1	ENSSHAG00000010813.1	FAM122B
ENSSHAT00000012739.1	ENSSHAG00000010814.1	KLF3
ENSSHAT00000012740.1	ENSSHAG00000010815.1	HCLS1
ENSSHAT00000012741.1	ENSSHAG00000010815.1	HCLS1
ENSSHAT00000012742.1	ENSSHAG00000010816.1	HSD11B1
ENSSHAT00000012743.1	ENSSHAG00000010817.1	NUP107
ENSSHAT00000012744.1	ENSSHAG00000010818.1	
ENSSHAT00000012745.1	ENSSHAG00000010819.1	LMOD1
ENSSHAT00000012746.1	ENSSHAG00000010820.1	TBX18
ENSSHAT00000012747.1	ENSSHAG00000010821.1	COPE
ENSSHAT00000012748.1	ENSSHAG00000010822.1	
ENSSHAT00000012749.1	ENSSHAG00000010823.1	
ENSSHAT00000012750.1	ENSSHAG00000010823.1	
ENSSHAT00000012751.1	ENSSHAG00000010824.1	MPDZ
ENSSHAT00000012752.1	ENSSHAG00000010825.1	DDX47
ENSSHAT00000012753.1	ENSSHAG00000010826.1	
ENSSHAT00000012754.1	ENSSHAG00000010827.1	RNF214
ENSSHAT00000012755.1	ENSSHAG00000010828.1	
ENSSHAT00000012756.1	ENSSHAG00000010829.1	
ENSSHAT00000012757.1	ENSSHAG00000010830.1	PPARD
ENSSHAT00000012758.1	ENSSHAG00000010831.1	
ENSSHAT00000012759.1	ENSSHAG00000010831.1	
ENSSHAT00000012760.1	ENSSHAG00000010831.1	
ENSSHAT00000012761.1	ENSSHAG00000010832.1	FABP2
ENSSHAT00000012762.1	ENSSHAG00000010833.1	ARHGDIA
ENSSHAT00000012763.1	ENSSHAG00000010834.1	
ENSSHAT00000012764.1	ENSSHAG00000010835.1	
ENSSHAT00000012765.1	ENSSHAG00000010836.1	ATM
ENSSHAT00000012766.1	ENSSHAG00000010837.1	ADRA2A
ENSSHAT00000012767.1	ENSSHAG00000010838.1	NTN4
ENSSHAT00000012768.1	ENSSHAG00000010839.1	
ENSSHAT00000012769.1	ENSSHAG00000010839.1	
ENSSHAT00000012770.1	ENSSHAG00000010839.1	
ENSSHAT00000012771.1	ENSSHAG00000010839.1	
ENSSHAT00000012772.1	ENSSHAG00000010840.1	PIN1
ENSSHAT00000012773.1	ENSSHAG00000010841.1	PCDH7
ENSSHAT00000012774.1	ENSSHAG00000010842.1	
ENSSHAT00000012775.1	ENSSHAG00000010843.1	GGH
ENSSHAT00000012776.1	ENSSHAG00000010844.1	ZBTB8OS
ENSSHAT00000012777.1	ENSSHAG00000010845.1	
ENSSHAT00000012778.1	ENSSHAG00000010846.1	
ENSSHAT00000012779.1	ENSSHAG00000010847.1	NPY2R
ENSSHAT00000012780.1	ENSSHAG00000010848.1	CDC23
ENSSHAT00000012781.1	ENSSHAG00000010849.1	
ENSSHAT00000012782.1	ENSSHAG00000010850.1	FOXN3
ENSSHAT00000012783.1	ENSSHAG00000010851.1	DUPD1
ENSSHAT00000012784.1	ENSSHAG00000010852.1	ASB6
ENSSHAT00000012785.1	ENSSHAG00000010853.1	LRIF1
ENSSHAT00000012786.1	ENSSHAG00000010853.1	LRIF1
ENSSHAT00000012787.1	ENSSHAG00000010854.1	MYH3
ENSSHAT00000012788.1	ENSSHAG00000010855.1	
ENSSHAT00000012789.1	ENSSHAG00000010856.1	TPGS1
ENSSHAT00000012790.1	ENSSHAG00000010856.1	TPGS1
ENSSHAT00000012791.1	ENSSHAG00000010857.1	GPR84
ENSSHAT00000012792.1	ENSSHAG00000010858.1	PRF1
ENSSHAT00000012793.1	ENSSHAG00000010859.1	
ENSSHAT00000012794.1	ENSSHAG00000010860.1	
ENSSHAT00000012795.1	ENSSHAG00000010860.1	
ENSSHAT00000012796.1	ENSSHAG00000010861.1	
ENSSHAT00000012797.1	ENSSHAG00000010861.1	
ENSSHAT00000012798.1	ENSSHAG00000010861.1	
ENSSHAT00000012799.1	ENSSHAG00000010862.1	GDPD3
ENSSHAT00000012800.1	ENSSHAG00000010863.1	OR6B1
ENSSHAT00000012801.1	ENSSHAG00000010864.1	SART3
ENSSHAT00000012802.1	ENSSHAG00000010865.1	BCOR
ENSSHAT00000012803.1	ENSSHAG00000010866.1	
ENSSHAT00000012804.1	ENSSHAG00000010867.1	FEZ2
ENSSHAT00000012805.1	ENSSHAG00000010867.1	FEZ2
ENSSHAT00000012806.1	ENSSHAG00000010868.1	
ENSSHAT00000012807.1	ENSSHAG00000010869.1	MVK
ENSSHAT00000012808.1	ENSSHAG00000010870.1	
ENSSHAT00000012809.1	ENSSHAG00000010871.1	
ENSSHAT00000012810.1	ENSSHAG00000010872.1	ASMT
ENSSHAT00000012811.1	ENSSHAG00000010873.1	HSD3B7
ENSSHAT00000012812.1	ENSSHAG00000010874.1	HMGCS1
ENSSHAT00000012813.1	ENSSHAG00000010875.1	
ENSSHAT00000012814.1	ENSSHAG00000010876.1	SRSF3
ENSSHAT00000012815.1	ENSSHAG00000010877.1	
ENSSHAT00000012816.1	ENSSHAG00000010878.1	
ENSSHAT00000012817.1	ENSSHAG00000010879.1	NPRL3
ENSSHAT00000012818.1	ENSSHAG00000010879.1	NPRL3
ENSSHAT00000012819.1	ENSSHAG00000010880.1	SNN
ENSSHAT00000012820.1	ENSSHAG00000010881.1	MANSC4
ENSSHAT00000012821.1	ENSSHAG00000010882.1	ATP23
ENSSHAT00000012822.1	ENSSHAG00000010883.1	FBXL16
ENSSHAT00000012823.1	ENSSHAG00000010884.1	
ENSSHAT00000012824.1	ENSSHAG00000010885.1	
ENSSHAT00000012825.1	ENSSHAG00000010886.1	RAD1
ENSSHAT00000012826.1	ENSSHAG00000010887.1	CDC42BPA
ENSSHAT00000012827.1	ENSSHAG00000010888.1	NBR1
ENSSHAT00000012828.1	ENSSHAG00000010889.1	INF2
ENSSHAT00000012829.1	ENSSHAG00000010890.1	
ENSSHAT00000012830.1	ENSSHAG00000010891.1	
ENSSHAT00000012831.1	ENSSHAG00000010891.1	
ENSSHAT00000012832.1	ENSSHAG00000010892.1	
ENSSHAT00000012833.1	ENSSHAG00000010893.1	
ENSSHAT00000012834.1	ENSSHAG00000010894.1	MCL1
ENSSHAT00000012835.1	ENSSHAG00000010895.1	SNU13
ENSSHAT00000012836.1	ENSSHAG00000010896.1	
ENSSHAT00000012837.1	ENSSHAG00000010897.1	CAVIN4
ENSSHAT00000012838.1	ENSSHAG00000010898.1	ZNF385A
ENSSHAT00000012839.1	ENSSHAG00000010899.1	KCNK12
ENSSHAT00000012840.1	ENSSHAG00000010900.1	ORC3
ENSSHAT00000012841.1	ENSSHAG00000010900.1	ORC3
ENSSHAT00000012842.1	ENSSHAG00000010901.1	
ENSSHAT00000012843.1	ENSSHAG00000010902.1	SMARCD3
ENSSHAT00000012844.1	ENSSHAG00000010903.1	
ENSSHAT00000012845.1	ENSSHAG00000010904.1	
ENSSHAT00000012846.1	ENSSHAG00000010904.1	
ENSSHAT00000012847.1	ENSSHAG00000010905.1	
ENSSHAT00000012848.1	ENSSHAG00000010906.1	
ENSSHAT00000012849.1	ENSSHAG00000010907.1	MAPK3
ENSSHAT00000012850.1	ENSSHAG00000010908.1	WAC
ENSSHAT00000012851.1	ENSSHAG00000010909.1	HNRNPH3
ENSSHAT00000012852.1	ENSSHAG00000010910.1	SLC25A3
ENSSHAT00000012853.1	ENSSHAG00000010911.1	PAM16
ENSSHAT00000012854.1	ENSSHAG00000010912.1	
ENSSHAT00000012855.1	ENSSHAG00000010913.1	
ENSSHAT00000012856.1	ENSSHAG00000010914.1	NOP14
ENSSHAT00000012857.1	ENSSHAG00000010915.1	N4BP2L1
ENSSHAT00000012858.1	ENSSHAG00000010916.1	PDZK1IP1
ENSSHAT00000012859.1	ENSSHAG00000010916.1	PDZK1IP1
ENSSHAT00000012860.1	ENSSHAG00000010917.1	HDDC3
ENSSHAT00000012861.1	ENSSHAG00000010918.1	PUM1
ENSSHAT00000012862.1	ENSSHAG00000010919.1	
ENSSHAT00000012863.1	ENSSHAG00000010920.1	
ENSSHAT00000012864.1	ENSSHAG00000010921.1	METTL18
ENSSHAT00000012865.1	ENSSHAG00000010922.1	DPP7
ENSSHAT00000012866.1	ENSSHAG00000010923.1	
ENSSHAT00000012867.1	ENSSHAG00000010924.1	SRP14
ENSSHAT00000012868.1	ENSSHAG00000010925.1	ANKRD29
ENSSHAT00000012869.1	ENSSHAG00000010926.1	ST3GAL6
ENSSHAT00000012870.1	ENSSHAG00000010926.1	ST3GAL6
ENSSHAT00000012871.1	ENSSHAG00000010927.1	
ENSSHAT00000012872.1	ENSSHAG00000010928.1	EXOC6B
ENSSHAT00000012873.1	ENSSHAG00000010928.1	EXOC6B
ENSSHAT00000012874.1	ENSSHAG00000010928.1	EXOC6B
ENSSHAT00000012875.1	ENSSHAG00000010929.1	ENPP7
ENSSHAT00000012876.1	ENSSHAG00000010930.1	
ENSSHAT00000012877.1	ENSSHAG00000010931.1	SPATA16
ENSSHAT00000012878.1	ENSSHAG00000010932.1	STX1B
ENSSHAT00000012879.1	ENSSHAG00000010932.1	STX1B
ENSSHAT00000012880.1	ENSSHAG00000010933.1	
ENSSHAT00000012881.1	ENSSHAG00000010934.1	
ENSSHAT00000012882.1	ENSSHAG00000010934.1	
ENSSHAT00000012883.1	ENSSHAG00000010935.1	CLNS1A
ENSSHAT00000012884.1	ENSSHAG00000010936.1	FGF16
ENSSHAT00000012886.1	ENSSHAG00000010938.1	PTP4A1
ENSSHAT00000012887.1	ENSSHAG00000010939.1	TMEM204
ENSSHAT00000012888.1	ENSSHAG00000010940.1	
ENSSHAT00000012889.1	ENSSHAG00000010941.1	ATF2
ENSSHAT00000012890.1	ENSSHAG00000010942.1	BICRAL
ENSSHAT00000012891.1	ENSSHAG00000010943.1	ABLIM1
ENSSHAT00000012892.1	ENSSHAG00000010943.1	ABLIM1
ENSSHAT00000012893.1	ENSSHAG00000010944.1	PCSK7
ENSSHAT00000012894.1	ENSSHAG00000010945.1	
